Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality,AQI,Green_Cover
43.7,84.2,14.9,21.4,34.1,23.9,2.01,4.5,615,Poor,343.0,22.32
30.2,89.96620352196985,47.1,76.3,34.5,18.7,2.86,5.8,582,Hazardous,456.0,16.68
26.3,63.5,5.1,10.9,14.6,6.4,1.13,15.9,593,Good,40.0,35.19
22.9,67.6,4.0,9.7,24.3,5.6,0.9,13.6,422,Good,90.0,29.39
29.0,46.0,20.3,26.8,18.9,5.7,0.72,10.6,505,Good,98.0,26.29
37.5,92.0,29.0,38.5,33.0,25.2,1.86,8.1,339,Poor,335.0,35.46
27.9,45.8,1.7,4.8,16.1,2.4,0.95,11.8,486,Good,48.0,33.59
24.0,39.1,5.1,14.0,14.8,2.0,1.02,10.1,242,Good,89.0,49.56
40.5,77.35429860832008,65.0,81.4,39.1,17.1,1.6,5.9,553,Poor,254.0,26.29
26.3,64.3,73.4,81.3,11.9,3.4,0.87,10.2,390,Good,41.0,41.81
23.5,75.8,3.8,7.7,21.1,6.9,0.82,16.9,258,Good,60.0,46.74
43.9,80.9,4.6,15.6,37.6,21.9,2.05,5.4,387,Poor,235.0,40.45
33.3,73.0,7.0,23.0,24.2,6.6,1.83,9.1,734,Moderate,144.0,17.17
22.9,51.6,3.3,7.0,12.3,5.8,0.88,12.0,349,Good,35.0,53.79
34.2,61.2,8.9,19.0,24.6,12.6,1.41,5.1,553,Moderate,132.0,15.07
52.4,88.21370640236483,204.0,221.6,44.4,12.9,3.16,3.9,588,Hazardous,458.0,19.73
29.1,89.12613692016009,8.0,19.3,35.6,25.8,1.72,4.2,473,Poor,246.0,15.3
25.0,69.5,4.2,9.0,28.8,5.6,1.19,10.1,232,Good,74.0,43.59
35.1,87.2719075990486,39.8,74.7,43.3,30.7,2.55,5.2,610,Hazardous,404.0,20.61
31.6,82.6,34.2,38.6,20.8,7.6,1.83,10.4,477,Moderate,126.0,37.29
29.9,48.1,36.2,41.4,24.8,3.3,0.91,10.9,554,Good,40.0,44.73
26.0,69.7,13.1,17.6,18.0,2.6,1.03,11.5,245,Good,44.0,48.4
41.6,91.4,13.0,27.3,44.6,8.7,3.35,5.2,844,Hazardous,487.0,12.03
36.0,87.5,1.1,21.3,43.5,1.8,2.63,4.0,514,Hazardous,510.0,15.06
21.8,47.6,24.3,32.4,21.5,7.5,0.96,10.8,428,Good,64.0,32.89
29.3,52.3,22.6,31.6,25.6,7.0,1.68,6.5,508,Moderate,142.0,22.12
40.5,87.4,46.9,66.7,39.0,9.2,1.83,3.3,680,Poor,254.0,15.43
37.0,61.2,44.2,56.1,21.1,5.7,1.76,9.8,465,Poor,240.0,13.49
25.8,58.8,0.3,10.3,25.0,9.9,1.62,9.9,622,Moderate,108.0,18.72
26.3,86.9,4.5,22.1,37.1,11.0,2.22,5.1,556,Poor,284.0,25.72
50.7,80.10679501412733,2.4,9.5,41.7,21.5,2.34,4.3,861,Hazardous,458.0,19.33
22.4,42.1,1.2,9.4,25.6,8.5,0.84,11.9,485,Good,92.0,33.79
28.8,54.3,17.3,23.2,21.2,6.8,1.1,13.0,213,Good,94.0,57.28
33.9,76.5,3.5,8.3,21.9,10.8,1.4,5.1,345,Moderate,115.0,30.58
21.6,76.5,17.5,21.6,22.2,10.5,1.03,11.3,461,Good,60.0,44.28
28.4,82.6,2.0,14.6,27.4,3.7,1.37,5.9,339,Moderate,106.0,28.13
26.6,44.8,1.8,8.3,23.1,3.6,1.09,15.9,398,Good,67.0,58.65
26.8,60.7,28.9,33.8,26.2,3.6,0.93,11.9,411,Good,85.0,27.46
41.2,87.20725534893938,24.2,44.3,33.9,12.6,2.09,5.3,732,Poor,376.0,15.74
31.2,64.1,28.1,36.6,22.8,13.4,1.64,6.9,634,Moderate,106.0,21.45
25.7,58.7,15.9,19.2,21.9,6.3,1.03,10.3,301,Good,49.0,51.94
29.0,80.6,0.4,23.9,30.8,9.5,2.69,3.4,656,Hazardous,431.0,12.12
30.2,72.3,3.4,14.2,28.2,8.5,1.84,6.9,422,Moderate,150.0,28.93
39.7,59.7,51.4,60.1,23.1,16.7,1.94,3.9,484,Poor,375.0,17.84
27.9,59.2,35.9,44.9,26.1,16.4,1.31,8.3,650,Moderate,177.0,23.54
28.4,57.0,5.6,11.4,23.9,4.4,0.96,11.3,370,Good,85.0,41.06
27.3,81.7,0.4,4.0,26.1,3.9,1.07,11.3,520,Good,93.0,28.1
35.0,80.4,6.7,30.2,48.4,14.5,1.96,5.2,747,Poor,291.0,11.53
23.0,45.5,11.1,17.6,26.9,3.5,1.17,14.5,410,Good,50.0,26.36
27.3,77.9,20.9,33.3,32.8,9.9,1.3,7.5,580,Moderate,121.0,23.07
27.0,78.6,1.8,6.3,19.4,5.1,1.0,13.0,202,Good,61.0,55.73
36.3,76.89381879199816,13.1,34.1,34.7,21.0,2.26,4.5,742,Poor,225.0,25.53
36.6,83.6,7.4,19.4,18.4,14.7,1.48,9.1,707,Poor,381.0,15.68
36.3,59.6,30.8,35.6,41.4,10.7,1.95,3.7,617,Poor,262.0,24.44
29.2,58.3,18.1,21.8,16.9,5.3,0.98,16.0,219,Good,60.0,52.28
28.5,62.2,84.5,102.4,24.8,0.8,1.41,5.1,287,Moderate,130.0,28.75
26.1,49.9,0.0,5.9,18.7,9.7,0.82,10.4,556,Good,69.0,27.35
24.4,71.5,12.0,19.0,20.3,3.0,0.91,13.0,473,Good,42.0,27.52
27.1,69.3,2.0,7.7,16.0,5.0,1.07,11.1,501,Good,59.0,33.96
22.5,68.2,2.7,11.3,20.6,6.1,0.95,10.8,530,Good,56.0,36.75
20.9,42.4,19.6,24.7,18.2,7.0,0.83,11.9,316,Good,48.0,43.67
31.5,70.3,19.9,38.8,21.8,6.3,1.95,6.3,707,Poor,244.0,11.42
35.5,91.0,13.1,17.2,20.7,15.1,1.99,5.4,597,Poor,329.0,16.59
27.8,72.7,9.9,16.5,16.8,7.2,1.13,11.6,589,Good,32.0,43.17
34.4,71.7,44.0,54.6,30.6,25.9,2.41,3.4,595,Poor,257.0,17.25
25.7,58.1,7.8,11.9,21.4,3.4,1.06,21.5,589,Good,71.0,35.62
29.4,49.7,41.2,51.6,26.5,10.4,1.47,6.9,622,Moderate,101.0,28.09
30.3,78.9,5.2,8.6,12.5,6.6,0.78,11.0,403,Good,54.0,26.93
22.0,44.1,7.5,11.5,20.0,6.4,1.03,13.3,458,Good,73.0,39.66
27.4,51.0,7.0,16.8,26.9,4.6,1.55,11.6,436,Moderate,156.0,43.28
34.9,76.9,7.5,25.2,31.4,14.4,1.43,5.0,342,Moderate,160.0,44.46
26.3,58.2,10.2,24.6,23.1,9.0,1.5,6.0,345,Moderate,101.0,34.4
35.2,72.0,3.6,11.4,29.4,10.2,1.39,6.5,737,Moderate,136.0,10.02
57.2,80.2,47.4,56.9,43.2,24.8,2.26,3.0,876,Hazardous,431.0,10.88
24.4,76.8,10.1,21.3,29.1,18.0,2.17,6.8,464,Poor,279.0,25.26
29.0,57.3,6.1,9.2,17.7,4.7,0.89,10.2,600,Good,74.0,31.41
34.7,68.8,35.1,59.4,22.7,10.3,2.33,2.6,816,Hazardous,482.0,17.16
22.7,64.4,14.2,22.5,21.5,8.1,1.06,12.2,389,Good,69.0,44.9
31.4,69.8,20.4,32.0,16.3,9.7,1.49,8.0,643,Moderate,143.0,23.18
38.8,65.2,3.4,14.3,33.0,15.2,1.76,3.9,526,Poor,289.0,14.17
29.5,60.8,9.6,25.0,28.5,5.9,1.58,12.1,386,Moderate,116.0,44.36
38.2,63.2,37.1,49.7,32.6,26.1,2.27,7.2,590,Poor,272.0,25.92
41.4,74.5,12.0,37.6,46.8,13.8,3.61,4.3,632,Hazardous,451.0,25.78
24.0,68.8,0.8,8.6,20.9,2.4,1.16,10.5,235,Good,85.0,55.16
49.5,89.8930087247537,0.8,26.1,28.8,17.1,1.8,4.8,755,Hazardous,497.0,21.09
25.6,77.7,34.1,39.8,18.2,2.6,1.24,10.4,380,Good,49.0,41.2
22.7,49.7,18.4,27.1,20.4,6.0,0.92,10.5,565,Good,99.0,35.42
34.8,87.9,90.5,108.9,45.4,21.4,2.11,3.4,521,Hazardous,406.0,20.03
29.1,63.6,12.3,21.1,32.0,5.1,1.53,7.4,542,Moderate,137.0,26.02
39.2,57.5,122.3,134.5,41.2,10.1,2.4,3.9,730,Poor,231.0,27.48
31.7,72.4,49.3,57.3,28.1,5.2,1.31,6.6,373,Moderate,103.0,27.68
34.0,60.0,28.4,38.5,26.8,14.4,2.1,3.7,391,Poor,218.0,43.42
19.5,79.5,60.5,85.9,44.0,21.9,2.68,7.5,689,Hazardous,561.0,14.31
35.9,66.6,27.1,49.5,36.3,15.9,1.91,5.3,426,Poor,382.0,26.08
17.4,45.8,26.6,33.0,22.0,7.3,0.97,10.8,451,Good,61.0,31.0
34.5,80.8,10.6,18.6,32.1,18.4,2.37,6.4,763,Poor,266.0,20.4
24.7,56.3,2.0,5.5,13.9,4.1,0.89,12.2,510,Good,100.0,36.13
26.2,79.4,9.7,14.5,26.9,7.5,1.02,10.3,322,Good,79.0,45.14
20.8,62.7,19.4,25.8,19.5,5.8,1.11,10.4,458,Good,77.0,39.35
20.9,74.5,1.0,8.1,10.5,1.5,0.9,10.5,278,Good,93.0,58.98
28.4,63.8,2.8,9.7,17.6,6.2,0.91,16.5,578,Good,42.0,33.17
39.3,59.7,78.3,94.6,42.2,17.3,2.19,3.5,582,Poor,266.0,15.34
35.5,90.9,36.7,48.4,35.8,17.5,2.23,11.8,519,Poor,365.0,30.94
20.5,52.8,7.7,12.0,14.0,7.8,1.1,10.6,320,Good,97.0,44.68
22.1,56.2,6.8,12.7,25.4,4.0,0.93,12.5,389,Good,79.0,42.51
21.2,40.0,2.3,6.1,15.1,6.4,1.04,15.8,481,Good,55.0,25.45
26.1,43.6,2.8,11.0,15.4,8.7,1.08,11.2,574,Good,52.0,44.5
30.4,80.21227911128607,17.5,40.4,24.1,-6.2,2.21,7.3,521,Poor,240.0,14.6
25.5,83.5,11.1,26.3,30.5,14.6,2.27,3.7,698,Hazardous,675.0,20.91
29.4,87.6,1.9,27.1,35.4,20.4,2.02,4.6,769,Hazardous,557.0,18.11
22.0,72.9,20.9,25.6,13.4,6.3,1.02,10.9,544,Good,78.0,41.72
28.8,76.7,16.8,23.8,25.5,4.1,1.09,11.7,376,Good,94.0,49.04
26.2,67.3,10.2,19.3,20.8,9.9,1.66,6.4,419,Moderate,158.0,15.17
23.8,70.6,4.7,18.1,31.1,9.3,1.48,5.1,609,Moderate,103.0,19.63
44.0,84.1,39.5,73.0,38.9,12.9,2.48,4.0,530,Hazardous,404.0,17.82
32.8,78.0187025881933,21.8,37.5,29.6,6.6,2.94,6.1,774,Hazardous,422.0,26.31
24.2,47.1,27.7,31.7,19.4,4.5,0.94,10.6,493,Good,50.0,25.18
25.1,71.1,7.3,11.3,17.9,4.8,1.0,13.4,283,Good,79.0,42.1
27.3,73.7,13.8,28.4,27.5,16.4,1.4,7.3,293,Moderate,147.0,42.31
34.8,88.5,15.1,26.4,34.0,8.4,1.7,5.5,577,Moderate,146.0,22.8
34.4,77.4,43.8,68.2,45.2,9.8,3.31,2.8,737,Hazardous,451.0,26.38
32.3,52.4,24.4,30.9,27.7,6.5,0.95,10.7,436,Good,92.0,35.06
21.9,48.7,3.6,7.0,25.1,1.1,0.99,11.2,247,Good,96.0,56.35
19.7,39.9,2.0,6.8,28.4,7.6,1.14,10.2,347,Good,68.0,47.19
25.9,70.2,16.7,27.6,26.2,8.6,2.03,6.4,442,Moderate,179.0,12.21
32.2,66.6,8.3,19.7,23.5,13.2,1.08,5.6,382,Moderate,109.0,25.38
34.7,72.0,9.7,33.5,33.9,13.2,2.3,4.4,475,Poor,220.0,22.13
26.7,51.8,1.3,7.9,22.3,5.0,0.97,12.8,296,Good,75.0,50.24
36.8,89.3,9.3,17.3,29.2,14.7,1.62,7.0,422,Moderate,161.0,12.78
26.2,70.8,6.5,12.7,19.0,2.6,1.01,12.2,263,Good,83.0,41.2
36.2,73.7,9.6,32.4,41.4,25.5,1.97,10.0,782,Hazardous,421.0,14.98
28.1,47.9,2.7,6.7,26.0,8.3,1.03,11.1,228,Good,88.0,55.61
24.5,56.2,24.6,29.6,13.5,4.3,0.93,11.5,364,Good,86.0,44.91
25.6,46.5,0.6,8.1,27.8,3.9,1.1,14.2,534,Good,44.0,41.65
34.7,89.00569513715942,6.1,19.6,23.1,19.6,2.12,6.4,596,Poor,321.0,24.98
30.5,57.3,8.7,14.8,26.1,4.1,0.87,10.2,521,Good,73.0,40.72
23.5,55.1,6.0,11.8,16.6,6.6,1.04,10.8,421,Good,85.0,26.87
32.3,83.0,10.2,15.1,27.0,12.7,1.45,5.0,454,Moderate,103.0,15.0
29.9,80.1057719493942,33.5,52.1,27.7,17.6,2.42,3.4,592,Poor,219.0,11.56
28.0,56.8,5.2,8.9,26.6,8.6,1.04,10.8,593,Good,82.0,43.06
29.0,90.6,24.2,30.3,31.4,9.4,1.38,6.8,303,Moderate,140.0,25.03
39.0,90.6,55.4,67.5,23.6,16.3,2.13,3.8,467,Poor,347.0,27.91
35.1,85.7,19.7,26.3,24.1,9.9,1.45,8.2,483,Moderate,102.0,26.02
23.4,68.0,5.5,10.6,25.5,2.0,1.09,12.0,471,Good,89.0,25.47
34.7,77.0,10.7,26.5,19.8,21.3,2.12,5.2,633,Poor,271.0,13.68
17.0,47.4,10.1,16.5,24.7,2.7,1.02,11.0,555,Good,77.0,28.3
35.0,56.0,23.4,27.1,32.7,11.5,1.62,5.8,452,Moderate,179.0,28.33
25.1,50.6,1.0,4.6,21.6,6.2,1.1,10.1,388,Good,58.0,55.39
28.4,66.1,5.6,9.5,18.9,3.6,0.97,11.8,560,Good,89.0,25.06
26.6,40.2,3.8,5.8,14.9,1.3,0.88,10.1,341,Good,71.0,42.02
25.4,78.6,4.1,6.7,21.3,9.1,1.4,10.1,543,Moderate,101.0,40.95
27.9,56.7,0.7,6.0,14.5,5.9,1.1,12.9,275,Good,88.0,55.44
34.9,86.4,9.2,28.0,36.9,9.0,2.08,7.1,728,Poor,372.0,11.87
42.6,92.1,2.9,12.8,34.5,12.0,2.06,6.8,562,Poor,336.0,23.37
40.6,90.4,67.5,85.6,30.3,16.1,2.32,3.9,485,Hazardous,557.0,18.33
33.8,86.2,0.4,12.2,31.1,3.2,2.06,3.7,618,Poor,242.0,18.03
25.7,70.3,0.7,5.4,14.0,10.0,0.91,11.1,374,Good,96.0,47.45
28.1,78.4,26.9,33.2,21.9,5.0,0.77,11.3,249,Good,64.0,52.09
24.2,41.9,2.4,6.5,17.9,6.8,0.88,10.1,500,Good,42.0,43.91
33.8,81.1,7.3,21.3,38.8,22.0,2.35,6.3,693,Poor,218.0,11.33
23.7,73.3,4.7,19.0,23.0,8.4,1.4,5.5,668,Moderate,101.0,22.78
31.0,78.0,1.5,5.7,20.0,4.7,1.02,11.0,279,Good,50.0,41.86
19.4,62.0,13.7,20.1,15.0,5.5,1.11,13.6,475,Good,72.0,31.88
48.8,74.5,14.0,35.7,39.0,13.8,2.63,6.2,540,Hazardous,472.0,26.47
27.6,66.9,47.1,60.3,32.4,14.0,2.2,3.4,426,Poor,366.0,10.84
24.9,46.1,3.2,10.4,16.9,4.1,0.94,11.9,242,Good,70.0,59.68
42.5,76.16408120524459,38.5,52.1,41.3,32.1,2.45,3.0,592,Hazardous,430.0,15.14
25.0,48.9,1.8,7.0,17.5,4.1,0.83,15.2,366,Good,93.0,48.2
24.0,70.5,1.1,4.1,19.1,7.1,1.03,10.3,584,Good,69.0,31.98
27.7,72.6,99.7,102.3,31.2,7.1,1.21,5.2,506,Moderate,113.0,22.38
26.1,48.2,15.7,16.5,17.1,5.3,0.94,11.1,344,Good,68.0,53.72
34.8,54.9,13.2,18.9,20.1,11.0,1.63,5.3,385,Moderate,107.0,27.88
35.1,65.7,26.8,41.9,32.5,21.7,1.92,5.6,571,Poor,235.0,29.26
25.5,68.2,20.4,23.5,13.9,3.2,0.96,10.3,486,Good,96.0,32.34
24.5,44.8,21.1,29.1,23.9,6.7,0.95,17.8,491,Good,72.0,38.24
40.9,78.5,1.7,21.6,39.6,25.9,2.8,3.4,641,Hazardous,403.0,18.6
24.5,78.6,19.2,25.8,13.5,3.1,0.93,11.7,468,Good,92.0,40.79
29.3,73.7,1.5,1.9,13.1,3.5,1.07,10.6,455,Good,73.0,32.47
29.5,69.6,17.5,26.1,12.0,4.8,1.14,13.7,531,Good,52.0,25.11
32.6,63.8,4.6,21.9,20.9,14.5,1.6,7.7,605,Moderate,132.0,20.08
39.4,69.0,7.3,27.6,36.2,4.2,2.19,7.1,428,Poor,257.0,28.43
25.0,59.9,1.0,5.4,22.6,5.0,1.15,18.4,509,Good,73.0,34.87
31.9,78.13384982943273,32.7,44.6,38.8,16.7,2.52,3.4,564,Poor,300.0,29.91
28.6,45.2,6.2,11.4,24.0,3.6,0.93,12.5,212,Good,100.0,41.99
34.7,63.4,79.7,92.0,29.9,4.0,1.36,6.1,566,Moderate,129.0,21.31
33.5,79.9,6.8,17.6,33.0,18.3,1.78,6.3,545,Moderate,147.0,29.56
38.1,80.9,20.4,53.0,39.5,26.8,2.27,3.2,613,Hazardous,471.0,13.05
28.4,77.5,39.0,55.4,24.2,7.4,2.06,8.0,707,Poor,248.0,20.7
26.3,62.6,1.1,9.1,15.1,8.7,1.08,12.4,531,Good,74.0,34.99
24.4,77.2,12.4,17.7,17.8,6.2,0.94,14.7,330,Good,97.0,58.06
29.9,57.9,7.3,9.9,22.6,3.8,1.05,10.1,227,Good,63.0,47.86
23.2,61.9,0.9,6.1,26.6,3.9,0.99,11.9,449,Good,67.0,30.23
49.0,89.15765569565382,12.4,39.7,37.1,24.6,2.66,3.5,820,Hazardous,404.0,15.19
22.9,80.0,12.1,18.3,23.8,2.5,1.09,12.8,189,Good,75.0,56.15
30.3,88.5,23.4,35.8,19.3,6.5,1.37,6.9,737,Moderate,135.0,25.47
25.8,68.6,18.1,26.0,25.7,5.7,0.81,10.2,351,Good,74.0,47.91
34.7,86.39018731055963,12.3,31.9,39.8,20.2,1.58,4.4,424,Poor,397.0,10.51
28.8,75.2,8.8,15.5,25.4,7.3,1.26,8.7,580,Moderate,128.0,18.6
39.5,88.6,48.6,71.0,27.2,21.2,2.43,5.2,693,Poor,253.0,21.11
25.3,61.9,21.7,28.6,11.2,0.2,0.99,13.4,542,Good,74.0,39.04
26.1,51.8,2.7,4.5,18.1,4.9,0.94,10.2,277,Good,63.0,48.46
35.1,81.5,1.7,10.9,29.1,11.0,1.48,11.5,337,Moderate,146.0,53.75
26.0,39.5,0.3,9.2,23.1,8.1,0.96,10.5,243,Good,97.0,56.23
17.8,84.3,7.5,23.0,27.7,7.9,1.35,7.5,315,Moderate,105.0,43.59
45.6,78.14485754322521,28.0,43.8,32.1,14.9,2.18,3.2,680,Hazardous,444.0,24.89
33.1,72.7,60.7,73.6,45.6,7.6,1.91,3.8,446,Poor,303.0,16.74
33.9,65.9,11.6,23.8,25.1,11.2,1.13,7.3,427,Moderate,198.0,26.11
25.3,55.4,7.3,13.2,18.5,3.3,0.89,17.1,214,Good,44.0,54.51
23.6,60.7,2.9,6.9,15.8,3.0,1.09,12.4,506,Good,51.0,30.72
35.8,90.0,9.0,27.5,37.6,17.1,2.02,4.6,644,Poor,341.0,25.84
37.1,74.0,3.1,24.9,42.6,10.6,2.08,4.4,406,Poor,266.0,17.23
29.7,77.9,1.4,16.2,37.0,11.2,2.52,5.6,430,Poor,211.0,26.86
17.6,72.9,14.1,14.9,26.3,6.4,0.87,14.8,201,Good,89.0,59.9
20.3,44.4,1.7,11.6,18.2,3.4,1.16,14.3,407,Good,73.0,36.33
29.3,44.4,1.4,5.7,14.4,2.3,0.98,10.1,284,Good,49.0,54.8
36.3,88.7,13.5,25.7,29.9,6.7,2.02,4.8,739,Poor,220.0,14.12
33.0,73.5,14.2,21.9,33.5,3.3,1.55,6.0,582,Moderate,170.0,28.67
26.8,76.2,48.1,54.3,24.5,4.6,1.58,7.5,451,Moderate,107.0,26.85
21.5,59.8,8.6,12.6,20.3,5.5,1.08,10.1,470,Good,43.0,40.82
31.1,52.6,23.6,27.8,26.9,4.3,1.56,6.6,416,Moderate,110.0,25.28
30.1,72.0,14.4,19.7,22.7,10.7,1.46,6.4,372,Moderate,155.0,36.41
37.5,64.7,3.5,18.5,25.1,15.9,1.7,7.2,399,Moderate,136.0,44.88
30.3,49.2,50.9,61.1,28.2,6.6,1.39,8.4,425,Moderate,135.0,16.11
41.4,88.52414169454588,30.7,45.3,40.3,12.5,1.63,4.2,600,Poor,245.0,28.81
25.7,57.2,7.5,14.7,14.8,2.6,1.08,14.0,319,Good,72.0,54.75
24.1,68.0,2.6,4.7,25.2,8.5,1.18,11.3,580,Good,62.0,44.69
26.1,71.3,13.6,17.4,18.2,8.2,0.92,10.4,319,Good,41.0,56.64
29.2,61.8,7.6,10.4,26.9,4.4,0.95,10.1,517,Good,56.0,25.3
29.2,55.5,43.3,46.8,24.0,8.7,1.53,5.8,640,Moderate,162.0,11.72
27.8,83.6,23.7,37.3,26.1,8.2,1.22,7.4,420,Moderate,151.0,25.16
26.5,69.9,31.7,46.0,21.4,17.2,1.64,9.6,739,Moderate,160.0,21.47
26.4,74.5,23.1,25.7,15.3,5.8,1.03,10.2,239,Good,91.0,55.82
33.3,81.03001519260883,20.9,36.7,35.1,16.0,1.73,5.1,578,Poor,263.0,11.79
40.8,91.2,84.9,91.3,46.5,27.7,2.37,8.5,861,Hazardous,437.0,26.59
27.8,75.4,8.9,20.8,33.6,4.1,1.31,5.5,626,Moderate,145.0,21.44
21.5,52.5,4.3,13.9,30.0,12.6,1.42,5.0,333,Moderate,130.0,30.22
26.3,64.6,0.6,5.1,14.2,3.4,0.98,10.3,189,Good,82.0,45.49
24.8,47.8,37.0,40.9,19.6,6.1,0.93,14.2,557,Good,48.0,34.25
25.3,49.4,19.5,32.0,24.9,7.2,1.73,5.8,426,Moderate,102.0,11.82
29.5,83.3,82.2,107.5,25.3,29.0,2.41,5.2,401,Poor,205.0,16.01
18.9,43.7,3.3,12.7,25.7,5.8,1.78,5.4,432,Moderate,179.0,14.19
38.8,90.8,12.6,20.3,29.3,8.3,1.57,6.9,630,Moderate,111.0,19.42
40.1,86.7220110083887,11.5,30.1,34.8,18.6,1.88,5.4,803,Poor,251.0,23.72
21.7,51.6,7.1,9.7,21.9,2.7,0.96,10.2,247,Good,62.0,59.49
22.9,61.9,41.1,54.6,27.5,3.4,1.79,5.6,464,Moderate,130.0,18.87
32.0,50.1,22.7,41.3,22.5,15.1,1.62,8.6,660,Moderate,151.0,29.69
21.7,65.2,26.3,33.3,13.9,2.5,0.96,11.0,278,Good,60.0,46.49
29.3,86.8,62.8,74.6,23.6,13.1,1.62,5.1,564,Moderate,108.0,20.15
23.0,41.1,24.8,28.1,18.7,3.4,0.94,10.3,379,Good,92.0,46.75
29.4,70.2,28.5,43.5,25.2,17.5,2.04,5.4,421,Poor,382.0,12.76
24.7,73.9,8.1,16.0,26.4,5.1,0.98,11.0,352,Good,37.0,43.2
33.9,84.89954439835448,16.6,42.2,41.7,18.5,2.4,8.1,421,Poor,231.0,12.24
26.5,67.6,18.4,29.0,40.0,12.3,2.17,4.1,598,Poor,278.0,13.93
30.5,71.8,26.3,33.4,14.4,8.5,1.11,10.3,534,Good,50.0,44.06
34.0,82.8,173.2,190.0,26.4,14.1,2.3,7.7,613,Poor,400.0,28.21
30.9,87.1,17.6,32.2,42.7,19.2,1.88,7.6,511,Poor,334.0,17.16
23.3,58.4,1.6,7.3,21.4,4.0,1.08,12.3,438,Good,53.0,37.14
28.1,76.8,25.4,39.5,15.9,11.1,1.46,5.5,354,Moderate,120.0,33.04
47.1,79.83957217027954,7.8,21.9,36.6,27.1,2.72,4.0,563,Hazardous,404.0,15.83
30.5,48.5,4.9,8.0,17.4,3.9,0.95,13.8,371,Good,80.0,46.58
24.9,83.7,12.1,20.4,30.8,7.6,1.3,7.6,516,Moderate,150.0,20.07
31.6,76.0,3.8,12.5,19.3,6.5,1.56,5.8,317,Moderate,119.0,31.58
30.6,81.98889944588464,40.0,65.9,39.0,30.7,3.19,4.1,738,Hazardous,475.0,18.97
26.3,59.4,3.9,7.0,18.1,7.7,1.05,10.3,526,Good,71.0,41.76
31.5,76.0,3.3,10.1,32.2,9.5,1.44,9.3,389,Moderate,128.0,33.85
24.2,42.1,1.7,7.3,14.0,8.2,1.13,10.3,258,Good,98.0,51.29
36.5,86.5,31.4,43.0,44.1,10.9,2.64,3.6,455,Poor,329.0,13.35
29.6,44.0,3.6,10.2,22.3,7.5,1.11,10.2,484,Good,71.0,29.89
33.4,63.9,6.2,10.6,35.0,15.7,1.84,5.2,471,Poor,304.0,18.23
25.9,78.0,2.0,8.2,17.3,6.3,1.01,10.0,477,Good,70.0,14.62
26.4,61.8,41.4,52.3,23.2,2.3,1.74,5.3,499,Moderate,146.0,24.42
33.1,80.3,28.6,49.4,27.8,15.3,1.46,5.6,609,Moderate,146.0,27.85
21.4,49.2,5.4,12.6,20.1,4.1,1.08,14.5,351,Good,41.0,53.82
23.6,47.9,4.4,9.8,18.4,4.3,0.95,11.0,319,Good,37.0,51.66
30.6,49.5,26.5,30.3,16.7,5.6,1.02,11.4,217,Good,77.0,53.99
25.0,56.6,3.9,10.9,16.5,4.0,1.06,11.1,583,Good,97.0,31.7
18.0,44.7,18.5,22.8,21.2,9.6,0.99,16.0,470,Good,43.0,32.45
24.8,73.6,10.8,13.4,22.1,3.7,1.16,10.4,450,Good,98.0,25.42
47.5,81.35314738023307,137.0,157.7,50.1,16.5,2.37,5.1,638,Hazardous,485.0,27.27
42.9,80.5,3.8,7.1,24.0,9.4,1.3,6.6,553,Moderate,154.0,12.21
24.2,56.4,2.5,12.0,11.7,3.2,0.98,11.6,340,Good,64.0,46.18
33.0,68.5,2.3,13.4,31.0,12.8,1.34,5.9,620,Moderate,154.0,20.01
25.5,69.6,8.1,13.5,14.5,7.5,1.12,10.3,313,Good,62.0,44.84
35.1,69.4,3.0,3.7,34.9,17.7,1.66,6.6,632,Poor,301.0,25.28
32.6,59.4,7.2,21.8,31.3,8.6,1.44,16.2,363,Moderate,125.0,53.56
29.2,65.3,5.7,17.2,33.5,17.0,1.54,5.6,295,Moderate,124.0,37.16
26.1,76.9,9.2,15.5,24.2,9.9,1.19,6.5,299,Moderate,129.0,27.48
23.0,69.6,12.6,18.1,25.6,6.1,1.24,10.2,521,Good,93.0,32.15
20.4,45.9,4.5,3.2,24.2,6.3,0.9,11.1,214,Good,47.0,51.72
44.4,82.80646928490671,1.9,4.2,33.4,6.3,2.88,4.9,710,Hazardous,472.0,17.87
40.0,71.3,0.5,4.4,14.5,16.1,1.41,5.1,318,Moderate,136.0,44.38
25.5,81.0,1.1,9.9,31.2,12.3,1.77,5.9,572,Moderate,157.0,11.6
28.2,63.8,2.4,7.5,20.9,6.8,0.83,10.6,317,Good,34.0,42.96
32.9,47.3,37.9,46.2,20.1,3.9,1.47,10.3,419,Moderate,128.0,33.94
29.8,73.1,4.7,12.9,23.1,12.2,1.44,5.9,682,Moderate,127.0,26.6
29.7,53.0,18.0,30.5,27.8,8.6,1.36,5.1,488,Moderate,196.0,18.3
36.2,80.6,13.9,22.0,28.7,13.3,1.56,7.5,483,Moderate,123.0,22.97
24.2,51.8,13.9,20.7,24.5,4.8,1.02,10.5,582,Good,52.0,25.69
33.7,91.2,17.2,29.0,25.1,12.0,1.43,6.3,505,Moderate,136.0,26.12
30.4,59.1,3.9,14.9,28.9,12.3,1.67,5.6,487,Moderate,172.0,12.31
